Clinton,Trump,Rpt,State,Vote by county,Vote by town,Place
228.0,1011.0,100,Kansas,Haskell,,Haskell
185.0,1013.0,100,Kansas,Graham,,Graham
160.0,1048.0,100,Kansas,Elk,,Elk
145.0,970.0,100,Kansas,Morton,,Morton
111.0,855.0,100,Kansas,Kiowa,,Kiowa
124.0,845.0,100,Kansas,Hodgeman,,Hodgeman
118.0,813.0,100,Kansas,Clark,,Clark
139.0,765.0,100,Kansas,Wichita,,Wichita
102.0,705.0,100,Kansas,Comanche,,Comanche
114.0,690.0,100,Kansas,Hamilton,,Hamilton
104.0,684.0,100,Kansas,Lane,,Lane
45.0,711.0,100,Kansas,Wallace,,Wallace
132.0,580.0,100,Kansas,Stanton,,Stanton
83.0,523.0,100,Kansas,Greeley,,Greeley
190824.0,143758.0,100,Kentucky,Jefferson,,Jefferson
69776.0,56890.0,100,Kentucky,Fayette,,Fayette
24213.0,42958.0,100,Kentucky,Kenton,,Kenton
15026.0,39082.0,100,Kentucky,Boone,,Boone
16966.0,28673.0,100,Kentucky,Warren,,Warren
14163.0,28907.0,100,Kentucky,Daviess,,Daviess
13944.0,26970.0,100,Kentucky,Hardin,,Hardin
14658.0,25050.0,100,Kentucky,Campbell,,Campbell
11793.0,23431.0,100,Kentucky,Madison,,Madison
8255.0,26210.0,100,Kentucky,Bullitt,,Bullitt
10268.0,20469.0,100,Kentucky,Oldham,,Oldham
9134.0,20774.0,100,Kentucky,McCracken,,McCracken
4208.0,22900.0,100,Kentucky,Pulaski,,Pulaski
3440.0,20592.0,100,Kentucky,Laurel,,Laurel
4277.0,19740.0,100,Kentucky,Pike,,Pike
7713.0,15052.0,100,Kentucky,Scott,,Scott
10717.0,11819.0,100,Kentucky,Franklin,,Franklin
6144.0,15474.0,100,Kentucky,Jessamine,,Jessamine
7188.0,14108.0,100,Kentucky,Christian,,Christian
6434.0,13430.0,100,Kentucky,Nelson,,Nelson
6276.0,13196.0,100,Kentucky,Shelby,,Shelby
6021.0,13591.0,100,Kentucky,Boyd,,Boyd
4310.0,15277.0,100,Kentucky,Hopkins,,Hopkins
6707.0,12159.0,100,Kentucky,Henderson,,Henderson
4275.0,13483.0,100,Kentucky,Barren,,Barren
3672.0,12322.0,100,Kentucky,Marshall,,Marshall
3308.0,12671.0,100,Kentucky,Graves,,Graves
4015.0,11993.0,100,Kentucky,Floyd,,Floyd
4146.0,11546.0,100,Kentucky,Greenup,,Greenup
4706.0,10710.0,100,Kentucky,Clark,,Clark
4749.0,10367.0,100,Kentucky,Calloway,,Calloway
2067.0,11312.0,100,Kentucky,Whitley,,Whitley
4958.0,7697.0,100,Kentucky,Woodford,,Woodford
3272.0,9393.0,100,Kentucky,Muhlenberg,,Muhlenberg
4281.0,8040.0,100,Kentucky,Boyle,,Boyle
3026.0,8660.0,100,Kentucky,Meade,,Meade
1761.0,9885.0,100,Kentucky,Knox,,Knox
3158.0,7856.0,100,Kentucky,Montgomery,,Montgomery
2634.0,8242.0,100,Kentucky,Anderson,,Anderson
2553.0,8320.0,100,Kentucky,Taylor,,Taylor
2755.0,7778.0,100,Kentucky,Logan,,Logan
1372.0,9129.0,100,Kentucky,Harlan,,Harlan
2395.0,7740.0,100,Kentucky,Mercer,,Mercer
1959.0,8219.0,100,Kentucky,Grayson,,Grayson
2136.0,8158.0,100,Kentucky,Perry,,Perry
2080.0,7942.0,100,Kentucky,Ohio,,Ohio
2276.0,7587.0,100,Kentucky,Carter,,Carter
1720.0,7764.0,100,Kentucky,Bell,,Bell
1250.0,8043.0,100,Kentucky,Johnson,,Johnson
1865.0,7338.0,100,Kentucky,Lincoln,,Lincoln
1910.0,7268.0,100,Kentucky,Grant,,Grant
1921.0,7196.0,100,Kentucky,Spencer,,Spencer
1542.0,7293.0,100,Kentucky,Letcher,,Letcher
3295.0,5174.0,100,Kentucky,Rowan,,Rowan
2791.0,5569.0,100,Kentucky,Bourbon,,Bourbon
1960.0,6484.0,100,Kentucky,Breckinridge,,Breckinridge
1323.0,6637.0,100,Kentucky,Adair,,Adair
1093.0,6863.0,100,Kentucky,Russell,,Russell
2679.0,5122.0,100,Kentucky,Marion,,Marion
1349.0,6466.0,100,Kentucky,Allen,,Allen
1431.0,6370.0,100,Kentucky,Wayne,,Wayne
2031.0,5435.0,100,Kentucky,Harrison,,Harrison
1453.0,5904.0,100,Kentucky,Garrard,,Garrard
2144.0,5077.0,100,Kentucky,Simpson,,Simpson
1730.0,5320.0,100,Kentucky,Hart,,Hart
1970.0,4944.0,100,Kentucky,Mason,,Mason
1828.0,4944.0,100,Kentucky,Henry,,Henry
752.0,5861.0,100,Kentucky,Clay,,Clay
1587.0,4928.0,100,Kentucky,Trigg,,Trigg
915.0,5609.0,100,Kentucky,Rockcastle,,Rockcastle
767.0,5482.0,100,Kentucky,Casey,,Casey
1278.0,4799.0,100,Kentucky,LaRue,,LaRue
1348.0,4722.0,100,Kentucky,Fleming,,Fleming
1331.0,4701.0,100,Kentucky,Union,,Union
1045.0,4816.0,100,Kentucky,Lawrence,,Lawrence
1164.0,4604.0,100,Kentucky,Pendleton,,Pendleton
1260.0,4507.0,100,Kentucky,Caldwell,,Caldwell
1240.0,4397.0,100,Kentucky,Webster,,Webster
664.0,5012.0,100,Kentucky,McCreary,,McCreary
1245.0,4357.0,100,Kentucky,Knott,,Knott
1537.0,3991.0,100,Kentucky,Breathitt,,Breathitt
1420.0,4013.0,100,Kentucky,Washington,,Washington
947.0,4428.0,100,Kentucky,Butler,,Butler
1108.0,4236.0,100,Kentucky,Estill,,Estill
482.0,4889.0,100,Kentucky,Jackson,,Jackson
832.0,4372.0,100,Kentucky,Green,,Green
785.0,4363.0,100,Kentucky,Lewis,,Lewis
979.0,4135.0,100,Kentucky,Edmonson,,Edmonson
1172.0,3824.0,100,Kentucky,Magoffin,,Magoffin
1062.0,3745.0,100,Kentucky,Owen,,Owen
601.0,4278.0,100,Kentucky,Monroe,,Monroe
1272.0,3513.0,100,Kentucky,Powell,,Powell
1042.0,3612.0,100,Kentucky,Todd,,Todd
1006.0,3628.0,100,Kentucky,Morgan,,Morgan
887.0,3570.0,100,Kentucky,Livingston,,Livingston
976.0,3491.0,100,Kentucky,Metcalfe,,Metcalfe
1361.0,3082.0,100,Kentucky,Bath,,Bath
988.0,3381.0,100,Kentucky,McLean,,McLean
400.0,4015.0,100,Kentucky,Leslie,,Leslie
547.0,3809.0,100,Kentucky,Clinton,,Clinton
1244.0,2788.0,100,Kentucky,Hancock,,Hancock
816.0,3161.0,100,Kentucky,Ballard,,Ballard
617.0,3290.0,100,Kentucky,Crittenden,,Crittenden
1045.0,2789.0,100,Kentucky,Lyon,,Lyon
363.0,3503.0,100,Kentucky,Martin,,Martin
1106.0,2588.0,100,Kentucky,Carroll,,Carroll
879.0,2771.0,100,Kentucky,Trimble,,Trimble
705.0,2711.0,100,Kentucky,Bracken,,Bracken
749.0,2443.0,100,Kentucky,Gallatin,,Gallatin
459.0,2502.0,100,Kentucky,Cumberland,,Cumberland
740.0,2000.0,100,Kentucky,Elliott,,Elliott
787.0,1957.0,100,Kentucky,Nicholas,,Nicholas
700.0,2010.0,100,Kentucky,Menifee,,Menifee
444.0,2151.0,100,Kentucky,Lee,,Lee
753.0,1804.0,100,Kentucky,Wolfe,,Wolfe
432.0,2094.0,100,Kentucky,Carlisle,,Carlisle
774.0,1549.0,100,Kentucky,Fulton,,Fulton
449.0,1657.0,100,Kentucky,Hickman,,Hickman
256.0,1474.0,100,Kentucky,Owsley,,Owsley
222.0,759.0,100,Kentucky,Robertson,,Robertson
102711.0,84620.0,100,Louisiana,East Baton Rouge,,East Baton Rouge
73540.0,100292.0,100,Louisiana,Jefferson,,Jefferson
133833.0,24267.0,100,Louisiana,Orleans,,Orleans
27716.0,90914.0,100,Louisiana,St. Tammany,,St. Tammany
53448.0,48977.0,100,Louisiana,Caddo,,Caddo
32726.0,68191.0,100,Louisiana,Lafayette,,Lafayette
26293.0,54182.0,100,Louisiana,Calcasieu,,Calcasieu
24420.0,41712.0,100,Louisiana,Ouachita,,Ouachita
6950.0,48797.0,100,Louisiana,Livingston,,Livingston
18318.0,36814.0,100,Louisiana,Rapides,,Rapides
16471.0,36135.0,100,Louisiana,Ascension,,Ascension
16869.0,33933.0,100,Louisiana,Tangipahoa,,Tangipahoa
12638.0,35451.0,100,Louisiana,Bossier,,Bossier
10664.0,31900.0,100,Louisiana,Terrebonne,,Terrebonne
8423.0,31958.0,100,Louisiana,Lafourche,,Lafourche
17208.0,21966.0,100,Louisiana,St. Landry,,St. Landry
10698.0,20903.0,100,Louisiana,Iberia,,Iberia
5638.0,21159.0,100,Louisiana,Acadia,,Acadia
8558.0,16620.0,100,Louisiana,St. Charles,,St. Charles
8266.0,16872.0,100,Louisiana,St. Martin,,St. Martin
4745.0,19807.0,100,Louisiana,Vermilion,,Vermilion
8050.0,14353.0,100,Louisiana,St. Mary,,St. Mary
12658.0,7569.0,100,Louisiana,St. John the Baptist,,St. John the Baptist
7102.0,10761.0,100,Louisiana,Lincoln,,Lincoln
5690.0,12552.0,100,Louisiana,Washington,,Washington
6259.0,11538.0,100,Louisiana,Webster,,Webster
2665.0,13471.0,100,Louisiana,Vernon,,Vernon
7143.0,8965.0,100,Louisiana,Natchitoches,,Natchitoches
5032.0,11163.0,100,Louisiana,Avoyelles,,Avoyelles
8324.0,7320.0,100,Louisiana,Iberville,,Iberville
4957.0,10232.0,100,Louisiana,St. Bernard,,St. Bernard
2393.0,12238.0,100,Louisiana,Beauregard,,Beauregard
4208.0,10357.0,100,Louisiana,Evangeline,,Evangeline
3080.0,10775.0,100,Louisiana,Jeff Davis,,Jeff Davis
5163.0,8067.0,100,Louisiana,DeSoto,,DeSoto
5382.0,6926.0,100,Louisiana,West Baton Rouge,,West Baton Rouge
6418.0,5456.0,100,Louisiana,St. James,,St. James
5155.0,6502.0,100,Louisiana,Morehouse,,Morehouse
4764.0,6789.0,100,Louisiana,Pointe Coupee,,Pointe Coupee
3931.0,6714.0,100,Louisiana,Assumption,,Assumption
2691.0,7972.0,100,Louisiana,Union,,Union
3347.0,6900.0,100,Louisiana,Plaquemines,,Plaquemines
4235.0,5569.0,100,Louisiana,East Feliciana,,East Feliciana
1703.0,7877.0,100,Louisiana,Sabine,,Sabine
3157.0,6286.0,100,Louisiana,Richland,,Richland
2106.0,6867.0,100,Louisiana,Allen,,Allen
2506.0,6514.0,100,Louisiana,Franklin,,Franklin
3272.0,5474.0,100,Louisiana,Concordia,,Concordia
1181.0,7406.0,100,Louisiana,Grant,,Grant
2139.0,5169.0,100,Louisiana,Jackson,,Jackson
3129.0,3756.0,100,Louisiana,Bienville,,Bienville
605.0,5835.0,100,Louisiana,LaSalle,,LaSalle
2717.0,3585.0,100,Louisiana,Claiborne,,Claiborne
1643.0,4605.0,100,Louisiana,Winn,,Winn
3353.0,2497.0,100,Louisiana,St. Helena,,St. Helena
2247.0,3390.0,100,Louisiana,West Feliciana,,West Feliciana
1322.0,3479.0,100,Louisiana,Catahoula,,Catahoula
715.0,3970.0,100,Louisiana,West Carroll,,West Carroll
2744.0,1927.0,100,Louisiana,Madison,,Madison
788.0,3822.0,100,Louisiana,Caldwell,,Caldwell
1938.0,2391.0,100,Louisiana,Red River,,Red River
323.0,3256.0,100,Louisiana,Cameron,,Cameron
1838.0,1059.0,100,Louisiana,East Carroll,,East Carroll
1329.0,1180.0,100,Louisiana,Tensas,,Tensas
28505.0,6786.0,100,Maine,,Portland,Portland
8189.0,7301.0,100,Maine,,Lewiston,Lewiston
8146.0,5993.0,100,Maine,,Bangor,Bangor
9901.0,3945.0,100,Maine,,South Portland,South Portland
6893.0,4918.0,100,Maine,,Scarborough,Scarborough
7991.0,3646.0,100,Maine,,Brunswick,Brunswick
5296.0,5324.0,100,Maine,,Auburn,Auburn
5904.0,4067.0,100,Maine,,Saco,Saco
4438.0,4733.0,100,Maine,,Sanford,Sanford
5505.0,3729.0,100,Maine,,Biddeford,Biddeford
4305.0,4859.0,100,Maine,,Windham,Windham
5431.0,3572.0,100,Maine,,Westbrook,Westbrook
4995.0,3945.0,100,Maine,,Gorham,Gorham
4396.0,3805.0,100,Maine,,Augusta,Augusta
4929.0,3260.0,100,Maine,,York,York
4877.0,2633.0,100,Maine,,Falmouth,Falmouth
4224.0,2648.0,100,Maine,,Kennebunk,Kennebunk
4163.0,2422.0,100,Maine,,Waterville,Waterville
3269.0,2803.0,100,Maine,,Wells,Wells
4480.0,1593.0,100,Maine,,Cape Elizabeth,Cape Elizabeth
3109.0,2328.0,100,Maine,,Topsham,Topsham
3471.0,1746.0,100,Maine,,Kittery,Kittery
3701.0,1502.0,100,Maine,,Yarmouth,Yarmouth
3442.0,1644.0,100,Maine,,Freeport,Freeport
2978.0,2147.0,100,Maine,,Old Orchrd Bch,Old Orchrd Bch
2144.0,2873.0,100,Maine,,Standish,Standish
3420.0,1445.0,100,Maine,,Orono,Orono
3184.0,1755.0,100,Maine,,Cumberland,Cumberland
2165.0,2585.0,100,Maine,,Brewer,Brewer
1697.0,2749.0,100,Maine,,Lisbon,Lisbon
2021.0,2397.0,100,Maine,,Gray,Gray
1895.0,2538.0,100,Maine,,Buxton,Buxton
2733.0,1571.0,100,Maine,,Bath,Bath
1929.0,2103.0,100,Maine,,Hampden,Hampden
1809.0,2113.0,100,Maine,,Ellsworth,Ellsworth
1825.0,2100.0,100,Maine,,Winslow,Winslow
1779.0,2105.0,100,Maine,,Presque Isle,Presque Isle
2257.0,1704.0,100,Maine,,Eliot,Eliot
2227.0,1616.0,100,Maine,,South Berwick,South Berwick
1674.0,2046.0,100,Maine,,Skowhegan,Skowhegan
1595.0,2106.0,100,Maine,,Caribou,Caribou
1539.0,2086.0,100,Maine,,Berwick,Berwick
2029.0,1514.0,100,Maine,,Old Town,Old Town
1373.0,2189.0,100,Maine,,Waterboro,Waterboro
2351.0,1241.0,100,Maine,,Belfast,Belfast
1979.0,1483.0,100,Maine,,Farmington,Farmington
1683.0,1677.0,100,Maine,,Winthrop,Winthrop
2023.0,1209.0,100,Maine,,Rockland,Rockland
1101.0,2170.0,100,Maine,,Hermon,Hermon
1442.0,1715.0,100,Maine,,Oakland,Oakland
1881.0,1316.0,100,Maine,,Harpswell,Harpswell
2430.0,802.0,100,Maine,,Camden,Camden
1083.0,2010.0,100,Maine,,Turner,Turner
1250.0,1745.0,100,Maine,,Fairfield,Fairfield
1350.0,1657.0,100,Maine,,New Gloucester,New Gloucester
1244.0,1685.0,100,Maine,,Poland,Poland
2244.0,712.0,100,Maine,,Bar Harbor,Bar Harbor
939.0,1945.0,100,Maine,,Lebanon,Lebanon
1448.0,1366.0,100,Maine,,Gardiner,Gardiner
1224.0,1474.0,100,Maine,,Bridgton,Bridgton
1263.0,1381.0,100,Maine,,Raymond,Raymond
1165.0,1419.0,100,Maine,,North Berwick,North Berwick
1137.0,1400.0,100,Maine,,Rumford,Rumford
865.0,1701.0,100,Maine,,Sabattus,Sabattus
1133.0,1409.0,100,Maine,,Waldoboro,Waldoboro
940.0,1573.0,100,Maine,,Houlton,Houlton
1034.0,1372.0,100,Maine,,Paris,Paris
1493.0,922.0,100,Maine,,North Yarmouth,North Yarmouth
1035.0,1335.0,100,Maine,,Bucksport,Bucksport
1056.0,1313.0,100,Maine,,Norway,Norway
939.0,1411.0,100,Maine,,Sidney,Sidney
1015.0,1329.0,100,Maine,,Hollis,Hollis
1084.0,1266.0,100,Maine,,Durham,Durham
1038.0,1300.0,100,Maine,,Lyman,Lyman
810.0,1542.0,100,Maine,,Greene,Greene
933.0,1411.0,100,Maine,,Glenburn,Glenburn
1143.0,1184.0,100,Maine,,Jay,Jay
1064.0,1198.0,100,Maine,,Arundel,Arundel
919.0,1347.0,100,Maine,,China,China
704.0,1574.0,100,Maine,,Lincoln,Lincoln
904.0,1335.0,100,Maine,,Vassalboro,Vassalboro
1356.0,910.0,100,Maine,,Kennebunkport,Kennebunkport
869.0,1313.0,100,Maine,,Orrington,Orrington
865.0,1271.0,100,Maine,,Monmouth,Monmouth
1381.0,740.0,100,Maine,,Rockport,Rockport
826.0,1277.0,100,Maine,,Naples,Naples
813.0,1262.0,100,Maine,,Madison,Madison
913.0,1161.0,100,Maine,,Millinocket,Millinocket
864.0,1164.0,100,Maine,,Wiscasset,Wiscasset
694.0,1270.0,100,Maine,,Oxford,Oxford
1178.0,845.0,100,Maine,,Madawaska,Madawaska
866.0,1109.0,100,Maine,,Winterport,Winterport
792.0,1186.0,100,Maine,,West Gardiner,West Gardiner
872.0,1066.0,100,Maine,,Wilton,Wilton
986.0,997.0,100,Maine,,Fort Kent,Fort Kent
765.0,1181.0,100,Maine,,Warren,Warren
789.0,1138.0,100,Maine,,Dover-Foxcroft,Dover-Foxcroft
819.0,1117.0,100,Maine,,Casco,Casco
697.0,1195.0,100,Maine,,Limington,Limington
980.0,899.0,100,Maine,,Boothbay,Boothbay
701.0,1156.0,100,Maine,,Litchfield,Litchfield
826.0,1062.0,100,Maine,,Belgrade,Belgrade
719.0,1123.0,100,Maine,,Holden,Holden
827.0,1001.0,100,Maine,,Woolwich,Woolwich
670.0,1072.0,100,Maine,,Pittsfield,Pittsfield
733.0,961.0,100,Maine,,Richmond,Richmond
876.0,803.0,100,Maine,,Bowdoinham,Bowdoinham
812.0,885.0,100,Maine,,Alfred,Alfred
936.0,767.0,100,Maine,,Bristol,Bristol
636.0,1022.0,100,Maine,,Norridgewock,Norridgewock
572.0,1062.0,100,Maine,,Dexter,Dexter
1088.0,560.0,100,Maine,,Blue Hill,Blue Hill
810.0,768.0,100,Maine,,Fryeburg,Fryeburg
788.0,818.0,100,Maine,,Milford,Milford
576.0,1026.0,100,Maine,,Newport,Newport
589.0,1007.0,100,Maine,,Bowdoin,Bowdoin
773.0,761.0,100,Maine,,Farmingdale,Farmingdale
856.0,678.0,100,Maine,,Bethel,Bethel
521.0,1012.0,100,Maine,,Clinton,Clinton
577.0,936.0,100,Maine,,Pittston,Pittston
539.0,981.0,100,Maine,,Minot,Minot
659.0,888.0,100,Maine,,Fort Fairfield,Fort Fairfield
930.0,621.0,100,Maine,,St. George,St. George
746.0,769.0,100,Maine,,Manchester,Manchester
793.0,710.0,100,Maine,,Readfield,Readfield
642.0,843.0,100,Maine,,Limerick,Limerick
1093.0,374.0,100,Maine,,Hallowell,Hallowell
459.0,1019.0,100,Maine,,Carmel,Carmel
548.0,874.0,100,Maine,,Jefferson,Jefferson
424.0,1025.0,100,Maine,,Levant,Levant
534.0,874.0,100,Maine,,Shapleigh,Shapleigh
515.0,871.0,100,Maine,,Mechanic Falls,Mechanic Falls
883.0,510.0,100,Maine,,Lincolnville,Lincolnville
689.0,710.0,100,Maine,,Searsport,Searsport
544.0,842.0,100,Maine,,Benton,Benton
368.0,1057.0,100,Maine,,Corinth,Corinth
520.0,860.0,100,Maine,,Chelsea,Chelsea
785.0,581.0,100,Maine,,Thomaston,Thomaston
542.0,820.0,100,Maine,,Acton,Acton
567.0,760.0,100,Maine,,Harrison,Harrison
574.0,762.0,100,Maine,,Calais,Calais
550.0,728.0,100,Maine,,Livermore Falls,Livermore Falls
617.0,692.0,100,Maine,,Phippsburg,Phippsburg
605.0,687.0,100,Maine,,Whitefield,Whitefield
917.0,389.0,100,Maine,,Mount Desert,Mount Desert
623.0,651.0,100,Maine,,Orland,Orland
729.0,541.0,100,Maine,,Boothbay Harbor,Boothbay Harbor
406.0,813.0,100,Maine,,Windsor,Windsor
444.0,784.0,100,Maine,,Eddington,Eddington
582.0,665.0,100,Maine,,Union,Union
767.0,454.0,100,Maine,,Damariscotta,Damariscotta
544.0,647.0,100,Maine,,Mexico,Mexico
507.0,678.0,100,Maine,,Hancock,Hancock
470.0,702.0,100,Maine,,Livermore,Livermore
414.0,751.0,100,Maine,,Leeds,Leeds
415.0,709.0,100,Maine,,Dixfield,Dixfield
467.0,668.0,100,Maine,,Dayton,Dayton
786.0,380.0,100,Maine,,Newcastle,Newcastle
572.0,562.0,100,Maine,,West Bath,West Bath
684.0,453.0,100,Maine,,Deer Isle,Deer Isle
385.0,694.0,100,Maine,,Milo,Milo
360.0,705.0,100,Maine,,Anson,Anson
548.0,518.0,100,Maine,,Nobleboro,Nobleboro
329.0,716.0,100,Maine,,Albion,Albion
282.0,768.0,100,Maine,,St. Albans,St. Albans
304.0,738.0,100,Maine,,Corinna,Corinna
359.0,693.0,100,Maine,,Mapleton,Mapleton
556.0,483.0,100,Maine,,Veazie,Veazie
362.0,647.0,100,Maine,,Canaan,Canaan
421.0,600.0,100,Maine,,Sebago,Sebago
646.0,400.0,100,Maine,,Southwest Harbor,Southwest Harbor
407.0,625.0,100,Maine,,Greenville,Greenville
708.0,309.0,100,Maine,,Eastport,Eastport
481.0,516.0,100,Maine,,Lamoine,Lamoine
450.0,542.0,100,Maine,,Dedham,Dedham
371.0,619.0,100,Maine,,Buckfield,Buckfield
423.0,560.0,100,Maine,,Otisfield,Otisfield
309.0,681.0,100,Maine,,Palmyra,Palmyra
566.0,421.0,100,Maine,,Pownal,Pownal
447.0,513.0,100,Maine,,Dresden,Dresden
448.0,474.0,100,Maine,,Unity,Unity
537.0,418.0,100,Maine,,Hope,Hope
409.0,559.0,100,Maine,,Gouldsboro,Gouldsboro
367.0,552.0,100,Maine,,Parsonsfield,Parsonsfield
528.0,408.0,100,Maine,,Northport,Northport
496.0,431.0,100,Maine,,Owl's Head,Owl's Head
445.0,471.0,100,Maine,,Stockton Springs,Stockton Springs
340.0,544.0,100,Maine,,West Paris,West Paris
490.0,418.0,100,Maine,,Surry,Surry
426.0,475.0,100,Maine,,Randolph,Randolph
509.0,403.0,100,Maine,,Van Buren,Van Buren
320.0,546.0,100,Maine,,Peru,Peru
458.0,475.0,100,Maine,,Mount Vernon,Mount Vernon
328.0,545.0,100,Maine,,Newburgh,Newburgh
387.0,454.0,100,Maine,,Machias,Machias
373.0,494.0,100,Maine,,East Millinocket,East Millinocket
477.0,381.0,100,Maine,,Tremont,Tremont
322.0,507.0,100,Maine,,Washington,Washington
338.0,496.0,100,Maine,,Waterford,Waterford
310.0,498.0,100,Maine,,New Sharon,New Sharon
271.0,560.0,100,Maine,,Baldwin,Baldwin
445.0,383.0,100,Maine,,South Thomaston,South Thomaston
564.0,286.0,100,Maine,,Ogunquit,Ogunquit
222.0,600.0,100,Maine,,Hartland,Hartland
219.0,578.0,100,Maine,,Wales,Wales
372.0,440.0,100,Maine,,Cushing,Cushing
308.0,467.0,100,Maine,,Palermo,Palermo
398.0,396.0,100,Maine,,Trenton,Trenton
366.0,428.0,100,Maine,,Brownfield,Brownfield
393.0,396.0,100,Maine,,Appleton,Appleton
285.0,501.0,100,Maine,,Newfield,Newfield
370.0,390.0,100,Maine,,Searsmont,Searsmont
312.0,442.0,100,Maine,,Hiram,Hiram
284.0,482.0,100,Maine,,Washburn,Washburn
259.0,493.0,100,Maine,,Enfield,Enfield
332.0,397.0,100,Maine,,Cornish,Cornish
422.0,321.0,100,Maine,,Edgecomb,Edgecomb
335.0,411.0,100,Maine,,Bradley,Bradley
424.0,321.0,100,Maine,,Wayne,Wayne
270.0,462.0,100,Maine,,Porter,Porter
303.0,426.0,100,Maine,,Franklin,Franklin
325.0,410.0,100,Maine,,Limestone,Limestone
297.0,403.0,100,Maine,,Kingfield,Kingfield
445.0,279.0,100,Maine,,Penobscot,Penobscot
374.0,359.0,100,Maine,,Lubec,Lubec
344.0,373.0,100,Maine,,Fayette,Fayette
286.0,404.0,100,Maine,,Swanville,Swanville
448.0,249.0,100,Maine,,Vinalhaven,Vinalhaven
225.0,460.0,100,Maine,,Strong,Strong
193.0,523.0,100,Maine,,Mars Hill,Mars Hill
274.0,404.0,100,Maine,,Woodstock,Woodstock
402.0,281.0,100,Maine,,Georgetown,Georgetown
271.0,425.0,100,Maine,,Friendship,Friendship
194.0,490.0,100,Maine,,Hudson,Hudson
397.0,287.0,100,Maine,,Sedgwick,Sedgwick
193.0,508.0,100,Maine,,Medway,Medway
249.0,397.0,100,Maine,,Hebron,Hebron
285.0,382.0,100,Maine,,Denmark,Denmark
276.0,375.0,100,Maine,,Chesterville,Chesterville
202.0,461.0,100,Maine,,Kenduskeag,Kenduskeag
184.0,484.0,100,Maine,,Plymouth,Plymouth
284.0,382.0,100,Maine,,Rangeley,Rangeley
232.0,431.0,100,Maine,,Dixmont,Dixmont
251.0,410.0,100,Maine,,Cornville,Cornville
209.0,455.0,100,Maine,,Sangerville,Sangerville
245.0,424.0,100,Maine,,East Machias,East Machias
206.0,433.0,100,Maine,,Stetson,Stetson
140.0,532.0,100,Maine,,Charleston,Charleston
313.0,335.0,100,Maine,,Lovell,Lovell
243.0,387.0,100,Maine,,Brownville,Brownville
263.0,372.0,100,Maine,,Baileyville,Baileyville
185.0,440.0,100,Maine,,Greenbush,Greenbush
148.0,499.0,100,Maine,,Hodgdon,Hodgdon
222.0,401.0,100,Maine,,Guilford,Guilford
248.0,387.0,100,Maine,,Howland,Howland
217.0,408.0,100,Maine,,Easton,Easton
266.0,361.0,100,Maine,,Milbridge,Milbridge
213.0,404.0,100,Maine,,Burnham,Burnham
210.0,409.0,100,Maine,,Addison,Addison
231.0,392.0,100,Maine,,Woodland,Woodland
185.0,442.0,100,Maine,,Bradford,Bradford
240.0,377.0,100,Maine,,Jonesport,Jonesport
285.0,300.0,100,Maine,,Sullivan,Sullivan
220.0,381.0,100,Maine,,Frankfort,Frankfort
206.0,378.0,100,Maine,,Hartford,Hartford
141.0,467.0,100,Maine,,Sherman,Sherman
198.0,385.0,100,Maine,,Etna,Etna
406.0,190.0,100,Maine,,Brooksville,Brooksville
288.0,279.0,100,Maine,,Montville,Montville
200.0,366.0,100,Maine,,Cherryfield,Cherryfield
199.0,368.0,100,Maine,,Steuben,Steuben
230.0,344.0,100,Maine,,Phillips,Phillips
332.0,229.0,100,Maine,,South Bristol,South Bristol
208.0,347.0,100,Maine,,Ashland,Ashland
264.0,312.0,100,Maine,,Frenchville,Frenchville
244.0,319.0,100,Maine,,Smithfield,Smithfield
350.0,214.0,100,Maine,,Stonington,Stonington
282.0,268.0,100,Maine,,Rome,Rome
233.0,316.0,100,Maine,,Solon,Solon
329.0,205.0,100,Maine,,Castine,Castine
258.0,279.0,100,Maine,,Saint Agatha,Saint Agatha
346.0,177.0,100,Maine,,Brooklin,Brooklin
207.0,298.0,100,Maine,,Brooks,Brooks
216.0,288.0,100,Maine,,Troy,Troy
225.0,281.0,100,Maine,,Belmont,Belmont
167.0,344.0,100,Maine,,Garland,Garland
233.0,267.0,100,Maine,,Liberty,Liberty
247.0,246.0,100,Maine,,Monroe,Monroe
177.0,330.0,100,Maine,,Exeter,Exeter
195.0,280.0,100,Maine,,Andover,Andover
185.0,299.0,100,Maine,,Sumner,Sumner
191.0,302.0,100,Maine,,Bingham,Bingham
192.0,296.0,100,Maine,,Morrill,Morrill
121.0,376.0,100,Maine,,Jackman,Jackman
167.0,322.0,100,Maine,,Embden,Embden
175.0,304.0,100,Maine,,Alton,Alton
137.0,358.0,100,Maine,,Lee,Lee
152.0,242.0,100,Maine,,Canton,Canton
170.0,293.0,100,Maine,,Clifton,Clifton
241.0,219.0,100,Maine,,Westport,Westport
119.0,330.0,100,Maine,,Princeton,Princeton
112.0,356.0,100,Maine,,Littleton,Littleton
282.0,194.0,100,Maine,,Bremen,Bremen
191.0,273.0,100,Maine,,Pembroke,Pembroke
138.0,322.0,100,Maine,,Patten,Patten
184.0,249.0,100,Maine,,Machiasport,Machiasport
160.0,275.0,100,Maine,,Athens,Athens
129.0,322.0,100,Maine,,Harrington,Harrington
151.0,283.0,100,Maine,,Parkman,Parkman
192.0,244.0,100,Maine,,Waldo,Waldo
